title,price,availability,rating,product_url,category,price_gbp
City of Ashes (The Mortal Instruments #2),Â£47.27,In stock,1,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,Default,47.27
Cell,Â£20.29,In stock,4,https://books.toscrape.com/catalogue/cell_674/index.html,Add a comment,20.29
Catching Jordan (Hundred Oaks),Â£50.83,In stock,3,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,Young Adult,50.83
"Carry On, Warrior: Thoughts on Life Unarmed",Â£31.85,In stock,3,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,Default,31.85
Carrie,Â£46.23,In stock,2,https://books.toscrape.com/catalogue/carrie_671/index.html,Default,46.23
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Â£37.80,In stock,4,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,Nonfiction,37.8
Brain on Fire: My Month of Madness,Â£49.32,In stock,5,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,Nonfiction,49.32
Batman: Europa,Â£32.01,In stock,2,https://books.toscrape.com/catalogue/batman-europa_668/index.html,Sequential Art,32.01
Barefoot Contessa Back to Basics,Â£28.01,In stock,1,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,Food and Drink,28.01
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Â£50.62,In stock,5,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Food and Drink,50.62
Balloon Animals,Â£17.03,In stock,3,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,Fiction,17.03
Art Ops Vol. 1,Â£48.80,In stock,3,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,Sequential Art,48.8
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Â£58.14,In stock,4,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Young Adult,58.14
Angels Walking (Angels Walking #1),Â£34.20,In stock,2,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,Add a comment,34.2
Angels & Demons (Robert Langdon #1),Â£51.48,In stock,3,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,Default,51.48
All the Light We Cannot See,Â£29.87,In stock,5,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,Historical,29.87
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Â£10.90,In stock,2,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,Sequential Art,10.9
Abstract City,Â£56.37,In stock,5,https://books.toscrape.com/catalogue/abstract-city_658/index.html,Nonfiction,56.37
A Time of Torment (Charlie Parker #14),Â£48.35,In stock,5,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,Mystery,48.35
A Study in Scarlet (Sherlock Holmes #1),Â£16.73,In stock,2,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,Mystery,16.73
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Â£56.48,In stock,2,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,Add a comment,56.48
A People's History of the United States,Â£40.79,In stock,2,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,Add a comment,40.79
A Man Called Ove,Â£39.72,In stock,1,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,Fiction,39.72
A Distant Mirror: The Calamitous 14th Century,Â£14.58,In stock,3,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,History,14.58
A Brush of Wings (Angels Walking #3),Â£55.51,In stock,1,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,Add a comment,55.51
1491: New Revelations of the Americas Before Columbus,Â£21.80,In stock,3,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,History,21.8
"The Three Searches, Meaning, and the Story",Â£13.33,In stock,3,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,Default,13.33
Searching for Meaning in Gailana,Â£38.73,In stock,1,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,Fantasy,38.73
Rook,Â£37.86,In stock,4,https://books.toscrape.com/catalogue/rook_647/index.html,Add a comment,37.86
My Kitchen Year: 136 Recipes That Saved My Life,Â£11.53,In stock,2,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,Food and Drink,11.53
13 Hours: The Inside Account of What Really Happened In Benghazi,Â£27.06,In stock,1,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,Nonfiction,27.06
Will You Won't You Want Me?,Â£13.86,In stock,3,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Womens Fiction,13.86
Tipping Point for Planet Earth: How Close Are We to the Edge?,Â£37.55,In stock,1,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Science,37.55
The Star-Touched Queen,Â£32.30,In stock,5,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,Fantasy,32.3
The Silent Sister (Riley MacPherson #1),Â£46.29,In stock,5,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,Fiction,46.29
The Midnight Watch: A Novel of the Titanic and the Californian,Â£26.20,In stock,1,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,Add a comment,26.2
The Lonely City: Adventures in the Art of Being Alone,Â£33.26,In stock,2,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,Nonfiction,33.26
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Â£59.15,In stock,4,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,Add a comment,59.15
The Golden Condom: And Other Essays on Love Lost and Found,Â£39.43,In stock,1,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,Psychology,39.43
The Epidemic (The Program 0.6),Â£14.44,In stock,5,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,Young Adult,14.44
The Dinner Party,Â£56.54,In stock,2,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,Fiction,56.54
The Diary of a Young Girl,Â£59.90,In stock,3,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,Nonfiction,59.9
The Children,Â£11.88,In stock,3,https://books.toscrape.com/catalogue/the-children_633/index.html,Add a comment,11.88
Stars Above (The Lunar Chronicles #4.5),Â£48.05,In stock,2,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,Young Adult,48.05
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Â£21.21,In stock,3,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Nonfiction,21.21
Raspberry Pi Electronics Projects for the Evil Genius,Â£49.67,In stock,4,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Default,49.67
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Â£43.14,In stock,1,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Business,43.14
Psycho: Sanitarium (Psycho #1.5),Â£36.97,In stock,5,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,Horror,36.97
Poisonous (Max Revere Novels #3),Â£26.80,In stock,3,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Mystery,26.8
One with You (Crossfire #5),Â£15.71,In stock,4,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,Add a comment,15.71
No Love Allowed (Dodge Cove #1),Â£54.65,In stock,4,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,Young Adult,54.65
Murder at the 42nd Street Library (Raymond Ambler #1),Â£54.36,In stock,4,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Mystery,54.36
Most Wanted,Â£35.28,In stock,3,https://books.toscrape.com/catalogue/most-wanted_623/index.html,Mystery,35.28
"Love, Lies and Spies",Â£20.55,In stock,2,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,Historical Fiction,20.55
How to Speak Golf: An Illustrated Guide to Links Lingo,Â£58.32,In stock,5,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,Default,58.32
Hide Away (Eve Duncan #20),Â£11.84,In stock,1,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,Mystery,11.84
Furiously Happy: A Funny Book About Horrible Things,Â£41.46,In stock,4,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,Nonfiction,41.46
Everyday Italian: 125 Simple and Delicious Recipes,Â£20.10,In stock,5,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,Food and Drink,20.1
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Â£56.86,In stock,1,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,Politics,56.86
Eleanor & Park,Â£56.51,In stock,5,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,Default,56.51
Dirty (Dive Bar #1),Â£40.83,In stock,4,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Romance,40.83
Can You Keep a Secret? (Fear Street Relaunch #4),Â£48.64,In stock,1,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Horror,48.64
Boar Island (Anna Pigeon #19),Â£59.48,In stock,3,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Mystery,59.48
A Paris Apartment,Â£39.01,In stock,4,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,Historical Fiction,39.01
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Â£38.77,In stock,1,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,Food and Drink,38.77
Troublemaker: Surviving Hollywood and Scientology,Â£48.39,In stock,2,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,Default,48.39
The Widow,Â£27.26,In stock,2,https://books.toscrape.com/catalogue/the-widow_609/index.html,Mystery,27.26
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Â£11.68,In stock,4,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,Nonfiction,11.68
The Improbability of Love,Â£59.45,In stock,1,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,Fiction,59.45
The Art of Startup Fundraising,Â£21.00,In stock,3,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,Business,21.0
Take Me Home Tonight (Rock Star Romance #3),Â£53.98,In stock,3,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Romance,53.98
Sleeping Giants (Themis Files #1),Â£48.74,In stock,1,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,Science Fiction,48.74
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Â£21.15,In stock,2,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,Biography,21.15
Playing with Fire,Â£13.71,In stock,3,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Mystery,13.71
Off the Hook (Fishing for Trouble #1),Â£47.67,In stock,3,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Romance,47.67
Mothering Sunday,Â£13.34,In stock,2,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,Fiction,13.34
"Mother, Can You Not?",Â£16.89,In stock,5,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,Nonfiction,16.89
M Train,Â£27.18,In stock,1,https://books.toscrape.com/catalogue/m-train_598/index.html,Autobiography,27.18
Lilac Girls,Â£17.28,In stock,2,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,Historical Fiction,17.28
Lies and Other Acts of Love,Â£45.14,In stock,1,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,Fiction,45.14
Lab Girl,Â£40.85,In stock,1,https://books.toscrape.com/catalogue/lab-girl_595/index.html,Autobiography,40.85
Keep Me Posted,Â£20.46,In stock,4,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Womens Fiction,20.46
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â£56.27,In stock,3,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,Psychology,56.27
Grey (Fifty Shades #4),Â£48.49,In stock,4,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Womens Fiction,48.49
"Exit, Pursued by a Bear",Â£51.34,In stock,4,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,Young Adult,51.34
Daredevils,Â£16.34,In stock,3,https://books.toscrape.com/catalogue/daredevils_590/index.html,Fiction,16.34
Cravings: Recipes for What You Want to Eat,Â£20.50,In stock,3,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,Food and Drink,20.5
Born for This: How to Find the Work You Were Meant to Do,Â£21.59,In stock,5,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Business,21.59
Arena,Â£21.36,In stock,4,https://books.toscrape.com/catalogue/arena_587/index.html,Science Fiction,21.36
Adultery,Â£20.88,In stock,5,https://books.toscrape.com/catalogue/adultery_586/index.html,Default,20.88
A Mother's Reckoning: Living in the Aftermath of Tragedy,Â£19.53,In stock,3,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,Nonfiction,19.53
A Gentleman's Position (Society of Gentlemen #3),Â£14.75,In stock,5,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,Romance,14.75
11/22/63,Â£48.48,In stock,3,https://books.toscrape.com/catalogue/112263_583/index.html,Fiction,48.48
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Â£24.57,In stock,2,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,Nonfiction,24.57
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Â£49.71,In stock,5,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,Health,49.71
Without Shame,Â£48.27,In stock,5,https://books.toscrape.com/catalogue/without-shame_580/index.html,Add a comment,48.27
Watchmen,Â£58.05,In stock,4,https://books.toscrape.com/catalogue/watchmen_579/index.html,Add a comment,58.05
Unlimited Intuition Now,Â£58.87,In stock,4,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,Default,58.87
Underlying Notes,Â£11.82,In stock,2,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,Default,11.82
The Shack,Â£28.03,In stock,1,https://books.toscrape.com/catalogue/the-shack_576/index.html,Fiction,28.03
The New Brand You: Your New Image Makes the Sale for You,Â£44.05,In stock,5,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,Default,44.05
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Â£12.34,In stock,4,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,Food and Drink,12.34
The Flowers Lied,Â£16.68,In stock,2,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,Default,16.68
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Â£55.91,In stock,1,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,Science,55.91
The Book of Mormon,Â£24.57,In stock,3,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,Religion,24.57
The Art and Science of Low Carbohydrate Living,Â£52.98,In stock,5,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,Health,52.98
The Alien Club,Â£54.40,In stock,1,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,Young Adult,54.4
Suzie Snowflake: One beautiful flake (a self-esteem story),Â£54.81,In stock,5,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,Novels,54.81
Nap-a-Roo,Â£25.08,In stock,1,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Childrens,25.08
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Â£10.41,In stock,4,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,Default,10.41
Modern Day Fables,Â£47.44,In stock,2,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,Default,47.44
If I Gave You God's Phone Number....: Searching for Spirituality in America,Â£20.91,In stock,1,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,Spirituality,20.91
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Â£33.95,In stock,4,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,Sequential Art,33.95
Dress Your Family in Corduroy and Denim,Â£43.68,In stock,3,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,Humor,43.68
Don't Forget Steven,Â£33.23,In stock,1,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,Young Adult,33.23
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Â£35.92,In stock,2,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,Nonfiction,35.92
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Â£48.63,In stock,4,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art,48.63
A Shard of Ice (The Black Symphony Saga #1),Â£56.63,In stock,3,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,Fantasy,56.63
A Hero's Curse (The Unseen Chronicles #1),Â£50.49,In stock,3,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,Add a comment,50.49
23 Degrees South: A Tropical Tale of Changing Whether...,Â£35.79,In stock,2,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,Add a comment,35.79
"Zero to One: Notes on Startups, or How to Build the Future",Â£34.06,In stock,3,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,Nonfiction,34.06
Why Not Me?,Â£17.76,In stock,1,https://books.toscrape.com/catalogue/why-not-me_554/index.html,Nonfiction,17.76
When Breath Becomes Air,Â£39.36,In stock,2,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,Nonfiction,39.36
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Â£36.94,In stock,2,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,Travel,36.94
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Â£43.62,In stock,5,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,Default,43.62
The New Drawing on the Right Side of the Brain,Â£43.02,In stock,3,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,Art,43.02
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Â£28.45,In stock,4,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,Nonfiction,28.45
The Martian (The Martian #1),Â£41.39,In stock,2,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,Default,41.39
The High Mountains of Portugal,Â£51.15,In stock,1,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,Fiction,51.15
The Grownup,Â£35.88,In stock,1,https://books.toscrape.com/catalogue/the-grownup_546/index.html,Short Stories,35.88
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Â£36.91,In stock,1,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,Business,36.91
South of Sunshine,Â£28.93,In stock,1,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,Young Adult,28.93
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Â£38.89,In stock,5,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,Nonfiction,38.89
Silence in the Dark (Logan Point #4),Â£58.33,In stock,3,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,Suspense,58.33
Shadows of the Past (Logan Point #1),Â£39.67,In stock,5,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,Christian Fiction,39.67
Roller Girl,Â£14.10,In stock,5,https://books.toscrape.com/catalogue/roller-girl_540/index.html,Sequential Art,14.1
Rising Strong,Â£21.82,In stock,3,https://books.toscrape.com/catalogue/rising-strong_539/index.html,Nonfiction,21.82
Proofs of God: Classical Arguments from Tertullian to Barth,Â£54.21,In stock,1,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Philosophy,54.21
Please Kill Me: The Uncensored Oral History of Punk,Â£31.19,In stock,4,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Music,31.19
Out of Print: City Lights Spotlight No. 14,Â£53.64,In stock,5,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,Poetry,53.64
My Life Next Door (My Life Next Door ),Â£36.39,In stock,5,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,Young Adult,36.39
Miller's Valley,Â£58.54,In stock,2,https://books.toscrape.com/catalogue/millers-valley_534/index.html,Fiction,58.54
Man's Search for Meaning,Â£29.48,In stock,3,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,Nonfiction,29.48
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Â£25.06,In stock,2,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,Nonfiction,25.06
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Â£12.55,In stock,3,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,Nonfiction,12.55
Les Fleurs du Mal,Â£29.04,In stock,5,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Poetry,29.04
Left Behind (Left Behind #1),Â£40.72,In stock,2,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,Default,40.72
Kill 'Em and Leave: Searching for James Brown and the American Soul,Â£45.05,In stock,5,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,Music,45.05
Kierkegaard: A Christian Missionary to Christians,Â£47.13,In stock,1,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,Philosophy,47.13
John Vassos: Industrial Design for Modern Life,Â£20.22,In stock,4,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,Default,20.22
I'll Give You the Sun,Â£56.48,In stock,1,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,Default,56.48
I Will Find You,Â£44.21,In stock,1,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,Nonfiction,44.21
Hystopia: A Novel,Â£21.96,In stock,4,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,Fiction,21.96
Howl and Other Poems,Â£40.45,In stock,2,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,Poetry,40.45
History of Beauty,Â£10.29,In stock,4,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,Art,10.29
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Â£52.86,In stock,2,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,Default,52.86
Future Shock (Future Shock #1),Â£55.65,In stock,5,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,Young Adult,55.65
Ender's Game (The Ender Quintet #1),Â£43.64,In stock,1,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,Default,43.64
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Â£28.41,In stock,1,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,Science,28.41
Death by Leisure: A Cautionary Tale,Â£37.51,In stock,4,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,Default,37.51
Brilliant Beacons: A History of the American Lighthouse,Â£11.45,In stock,3,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,History,11.45
Brazen: The Courage to Find the You That's Been Hiding,Â£19.22,In stock,2,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,Nonfiction,19.22
Between the World and Me,Â£56.91,In stock,4,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,Nonfiction,56.91
Being Mortal: Medicine and What Matters in the End,Â£55.06,In stock,4,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,Nonfiction,55.06
"A Murder Over a Girl: Justice, Gender, Junior High",Â£13.20,In stock,3,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,Nonfiction,13.2
32 Yolks,Â£53.63,In stock,2,https://books.toscrape.com/catalogue/32-yolks_510/index.html,Food and Drink,53.63
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Â£44.48,In stock,5,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,History,44.48
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Â£12.08,In stock,3,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,Self Help,12.08
Wildlife of New York: A Five-Borough Coloring Book,Â£22.14,In stock,2,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,Default,22.14
